graphname clust_min clust_max clust_mean clust_stdev clust_const deg_min deg_max deg_mean deg_stdev deg_const percent_pos weight_min weight_max weight_mean weight_stdev weight_const chromatic disconnected assortativity avg_neighbor_deg_min avg_neighbor_deg_max avg_neighbor_deg_mean avg_neighbor_deg_stdev avg_neighbor_deg_const avg_deg_conn_min avg_deg_conn_max avg_deg_conn_mean avg_deg_conn_stdev avg_deg_conn_const core_min core_max core_mean core_stdev core_const mis clust_log_kurtosis deg_log_kurtosis weight_log_kurtosis avg_neighbor_deg_log_kurtosis avg_deg_conn_log_kurtosis core_log_kurtosis clust_log_abs_skew deg_log_abs_skew weight_log_abs_skew avg_neighbor_deg_log_abs_skew avg_deg_conn_log_abs_skew core_log_abs_skew clust_skew_positive deg_skew_positive weight_skew_positive avg_neighbor_deg_skew_positive avg_deg_conn_skew_positive core_skew_positive log_n log_m log_norm_ev1 log_norm_ev2 log_ev_ratio density_%_*_1000 permutation_1 permutation_2 permutation_3
g000961 1 1 1 0 1 1 1 1 0 1 1 0,245223 1 0,366678 0,121809 0 1 0 0 1 1 1 0 1 1 1 1 0 1 1 1 1 0 1 0,0015625 0 0 2,05279 0 0 0 0 0 1,15156 0 0 0 1 1 1 1 1 1 6,46147 12,2282 8,65506 2,75451 5,90055 100000 936 15 1165
g000962 0 0,133333 0,0643579 0,0273798 0 0,0188679 0,113208 0,0638365 0,0174974 0 1 0,281457 1 0,383413 0,126272 0 0,0375 0 0,0185773 0,0545073 0,086478 0,0685202 0,00569937 0 0,0545073 0,086478 0,0685592 0,00600056 0 0,0188679 0,0440252 0,0428459 0,00345823 0 0,23125 1,67989 1,35992 1,82127 1,48866 2,06566 3,11151 0,0299252 0,243108 1,06675 0,331446 0,606731 1,58921 1 1 1 1 1 0 5,07517 6,6995 7,96379 5,22746 2,73633 6384 1666 2109 2265
g000963 0 0 0 0 1 0,00970874 0,038835 0,0252054 0,00824685 0 1 0,00134352 1 0,267346 0,229072 0 0,0384615 0 0,169759 0,0145631 0,0355987 0,0275937 0,00488786 0 0,0258164 0,0308252 0,0279116 0,0018314 0 0,00970874 0,0194175 0,0167102 0,00435371 0 0,480769 0 1,27954 1,54763 1,33 1,11054 1,08953 0 0,429935 0,735474 0,50309 0,480356 0,686296 1 0 1 0 1 0 4,64439 4,90527 16,4548 14,7846 1,67023 2521 2469 1135 2149
g000964 0,281618 0,310709 0,29753 0,00886399 0 0,211055 0,38191 0,296884 0,0328266 0 0,49323 -1 1 -0,00709546 0,585968 0 105 0 -0,014247 0,291457 0,310218 0,300564 0,0035009 0 0,297225 0,30603 0,300564 0,00199487 0 0,211055 0,236181 0,235402 0,00337461 0 0,07 1,0222 1,3103 1,02153 1,41712 1,43099 3,36431 0,121629 0,200302 0,0136057 0,104843 0,559529 1,76799 0 0 1 1 1 0 5,29832 8,68406 4,76766 2,72128 2,04638 29688 645 2613 1880
g000965 0,42549 0,994629 0,796327 0,252984 0 0,197439 1 0,413116 0,286012 0 1 0,134458 1 0,729631 0,128907 0 0,214286 0 -0,654317 0,412365 0,875188 0,743257 0,19192 0 0,412365 0,875188 0,528386 0,169503 0 0,197439 0,275347 0,244799 0,0209474 0 0,708955 0,841258 1,13717 1,38035 1,05789 1,4376 1,02433 0,421594 0,693188 0,433779 0,657457 0,900968 0,411649 0 1 0 0 1 1 6,84375 12,1093 3,95917 0,292228 3,66695 41312 1868 1699 1471
g000966 0 0,166667 0,00793651 0,0354931 0 0,00156495 0,0219092 0,00625978 0,00305064 0 1 0,266881 1 0,484347 0,196885 0 0,0078125 0 -0,0253725 0,00312989 0,0219092 0,00782207 0,0019108 0 0,00625978 0,0088543 0,00765126 0,000556719 0 0,00156495 0,00469484 0,00405663 0,00094336 0 0,439063 2,99823 1,70193 1,28946 2,2539 1,7487 1,47453 1,65795 0,658942 0,570212 0,828427 0,366184 0,784695 1 1 1 1 0 0 6,46147 7,15462 9,04174 6,05849 2,98326 626 1741 1749 486
g000967 0 0 0 0 1 0,00190567 0,00190567 0,00190567 0 1 0,270238 -1 1 -0,459524 0,888165 0 0,00190476 0 0 0,00190567 0,00190567 0,00190567 0 1 0,00190567 0,00190567 0,00190567 0 1 0,00190567 0,00190567 0,00190567 0 1 0,485714 0 0 1,12192 0 0 0 0 0 0,710383 0 0 0 1 1 1 1 1 1 7,64969 8,34284 4,09576 0,53791 3,55785 191 2482 2160 1611
g000968 0,0441176 0,151515 0,0994599 0,0254919 0 0,0502513 0,18593 0,0966834 0,0216386 0 0,497401 -1 1 -0,0122661 0,570407 0 45 0 0,00807876 0,0900657 0,113065 0,101452 0,00471995 0 0,0964824 0,106604 0,101045 0,00220248 0 0,0502513 0,0653266 0,0650503 0,0016047 0 165 1,37435 1,4933 1,03757 1,33706 1,52922 3,96014 0,247637 0,426966 0,0141508 0,0963618 0,070515 2,04053 0 1 1 1 0 0 5,29832 7,56216 5,33501 3,34778 1,98723 9668 362 2075 2219
g000969 0,85818 0,858617 0,858379 0,000114609 0 0,834829 0,886623 0,858387 0,00702405 0 0,54787 -0,928747 1 0,0229387 0,188892 0 0,244598 0 0,999952 0,858224 0,858645 0,858444 0,0000570435 0 0,858307 0,858601 0,858445 0,0000323475 0 0,834829 0,83646 0,836456 0,0000771243 0 0,00203832 1,18348 1,38917 1,38635 1,43796 2,51055 5,85804 0,154453 0,0123627 0,00188629 0,000827356 0,246874 2,96515 1 0 1 0 0 0 7,80507 14,7639 5,98823 1,00972 4,97851 85839 2371 2438 1747
g000970 0 0,333333 0,0185185 0,0763538 0 0,0031348 0,0344828 0,0125392 0,00611587 0 1 0,277419 1 0,482409 0,200185 0 0,015625 0 0,0624887 0,00626959 0,0344828 0,0155589 0,00366045 0 0,0135841 0,0194059 0,0160076 0,00165799 0 0,0031348 0,00940439 0,00809169 0,0019347 0 0,440625 2,83667 1,60329 1,32197 2,01598 1,35537 1,46361 1,58526 0,625183 0,61984 0,730978 0,637446 0,783074 1 1 1 1 1 0 5,76832 6,46147 8,67517 6,16098 2,51419 1254 2423 68 455
g000971 0,0433333 0,368539 0,195971 0,109738 0 0,00313858 0,171415 0,076083 0,046049 0 0,973851 -0,46448 1 0,291203 0,150001 0 0,0248612 0 0,334627 0,0204857 0,143015 0,0898994 0,0337308 0 0,0287394 0,135331 0,0893311 0,0318682 0 0,00313858 0,0881217 0,055048 0,0252975 0 0,0543085 0,883887 1,27629 1,38714 0,988351 1,00759 1,32093 0,165632 0,376098 0,000874939 0,228984 0,278055 0,555801 1 1 1 0 0 0 8,32918 13389 7,96579 3,54813 4,41766 7608 1297 604 1532
g000972 0,0715778 0,0857143 0,0776362 0,00345571 0 0,0564924 0,106239 0,0781357 0,00779319 0 0,9756 -0,10875 1 0,41184 0,228965 0 0,0235889 0 -0,00400755 0,0760011 0,0818313 0,0789165 0,000773654 0 0,0774894 0,0801373 0,0789689 0,000413332 0 0,0564924 0,0632378 0,0631589 0,000550847 0 0,0556024 1,36737 1,45241 1,22388 1,43359 1,9658 4,37699 0,240073 0,245461 0,166497 0,0120303 0,327464 2,22962 1 1 1 1 1 0 7,07918 10,9151 7,60954 2,55332 5,05621 7814 1575 1396 1970
g000973 0,310345 0,310345 0,310345 0 1 0,0225564 0,0225564 0,0225564 0 1 1 0,480952 1 0,54615 0,138274 0 0,012021 0 0 0,0225564 0,0225564 0,0225564 0 1 0,0225564 0,0225564 0,0225564 0 1 0,0225564 0,0225564 0,0225564 0 1 0,0683696 0 0 2,29192 0 0 0 0 0 1,33206 0 0 0 1 1 1 1 1 1 7,19369 9,90174 9,01925 5,14772 3,87153 2256 2611 1139 1802
g000974 0 0,0357143 0,00340136 0,0104837 0 0,00156495 0,0187793 0,00625978 0,00314939 0 1 0,282895 1 0,352382 0,0902089 0 0,0078125 0 -0,00717414 0,00312989 0,0172144 0,0078866 0,00193157 0 0,00753409 0,00864632 0,00793821 0,000322274 0 0,00156495 0,00469484 0,00403707 0,000954199 0 0,448437 2,26231 1,65825 2,66979 1,65346 1,36212 1,45168 1,32382 0,68542 1,45563 0,532882 0,700571 0,767442 1 1 1 1 1 0 6,46147 7,15462 8,68166 5,85625 2,82541 626 839 487 2001
g000975 0,285714 1 0,769015 0,268363 0 0 0,0757457 0,00212815 0,00295523 0 1 0,0000312594 1 0,121331 0,119251 0 0,00196155 1 -0,0466308 0,000784929 0,0757457 0,00686342 0,00614813 0 0,0034942 0,00855246 0,00541071 0,000979589 0 0 0,00117739 0,00112058 0,000149845 0 0,469988 1,04377 5,3784 2,16125 2,7632 1,58449 2,38264 0,499122 2,53423 1,04108 1,31629 0,55269 1,29072 0 1 1 1 1 0 7,84346 8,84087 0,720201 -2,17156 2,89177 213 2254 1637 2354
g000976 0,0929204 0,109863 0,100378 0,00428079 0 0,0710711 0,135135 0,0998298 0,00959286 0 0,498847 -0,99 1 0,00198175 0,578664 0 0,03 0 -0,00217555 0,0979653 0,103951 0,100754 0,000933327 0 0,0989722 0,102978 0,100804 0,000538355 0 0,0710711 0,0810811 0,080959 0,000776093 0 51 1,33028 1,37139 1,02658 1,35853 2286 4,42173 0,464436 0,0357214 0,0132579 0,0541447 0,438839 2,23643 1 1 1 1 1 0 6,90776 10,8171 5,92258 3,19966 2,72292 9983 1175 1250 1678
g000977 0 0,142857 0,0654345 0,0326853 0 0,0125786 0,125786 0,0638365 0,0195652 0 1 0,284768 1 0,382299 0,127568 0 0,04375 0 0,0167817 0,0534591 0,083558 0,0695837 0,0060341 0 0,0550314 0,0739919 0,0679597 0,00454396 0 0,0125786 0,0440252 0,0414308 0,00435665 0 0,25 1,43562 1,45507 2,02141 1,33759 1,75343 2,78587 0,197436 0,399112 1,13745 0,217462 0,916874 1,31929 1 1 1 0 0 0 5,07517 6,6995 7,97415 5,33599 2,63816 6384 2263 546 2135
g000978 0,0151515 0,0760234 0,0436718 0,0154829 0 0,0150376 0,0726817 0,0400251 0,010042 0 1 0,25 1 0,588212 0,309692 0 0,02 0 -0,00794246 0,0341763 0,0501253 0,0425786 0,00260839 0 0,040518 0,043971 0,0425589 0,000950518 0 0,0150376 0,0275689 0,0270677 0,00146139 0 0,21 1,27218 1,42062 0,917281 1,39034 1,1825 3,05859 0,255143 0,353482 0,312149 0,0160197 0,368086 1,55234 1 1 1 1 0 0 5,99146 8,06903 4,52929 0,926883 3,6024 4003 1658 302 738
g000980 0 0 0 0 1 0,000254388 0,00101755 0,00079409 0,00017477 0 1 0,384615 1 0,676916 0,307307 0 0,00101729 0 0,183093 0,00042398 0,00101755 0,000825457 0,000109542 0 0,000757777 0,000883664 0,000832444 0,0000479816 0 0,000254388 0,000508776 0,000507482 0,0000180966 0 0,420651 0 1,23373 0,698152 1,34127 1,04165 5,2761 0 0,223864 0,0954686 0,283024 0,452478 2,70231 1 0 1 0 0 0 8,2769 8,72209 7,03078 2,97212 4,05866 79 2090 1203 1019
g000981 0 1 0,222222 0,31427 0 0,0183486 0,0550459 0,0313595 0,00670551 0 1 0,00001 1 0,218202 0,412884 0 0,0363636 0 0,00912224 0,0229358 0,0428135 0,0326967 0,00424678 0 0,0275229 0,0333611 0,031206 0,00209581 0 0,0183486 0,0275229 0,0229358 0,00458716 0 0,409091 1,4321 1,53615 1,35177 1,28877 1,17601 0,693147 0,781343 0,353847 0,860941 0,376472 0,557182 2,22045E-15 1 1 1 0 0 1 4,70048 5,23644 13,4929 12,1309 1,36201 3136 118 1109 1644
g000982 0 0,333333 0,124747 0,0838461 0 0,0379747 0,240506 0,110759 0,0347525 0 1 0,406699 1 0,585578 0,200826 0 75 0 -0,0249698 0,0872011 0,155515 0,12211 0,0120803 0 0,117332 0,133816 0,123042 0,00403572 0 0,0379747 0,0759494 0,0723101 0,00754035 0 0,3 1,65291 1,60089 1,3049 1,44983 1,69259 2,23386 0,84377 0,376766 0,820172 0,00844311 0,791387 1,18892 1 1 1 1 1 0 4,38203 5,85793 7,66059 5,51749 2,14309 11076 1882 1817 2478
g000983 0,591949 0,592775 0,59242 0,000168631 0 0,568645 0,61488 0,592466 0,00651621 0 1 1 1 1 0 1 0,116366 0 0,999884 0,592262 0,592845 0,592537 0,0000729908 0 0,5924 0,592697 0,592536 0,0000330323 0 0,568645 0,572896 0,572893 0,0000829496 0 0,00159405 1,52869 1,38023 0 1,39426 2,19859 7,37915 0,395356 0,0269818 0 0,0126862 0,0663099 3,63283 0 1 1 0 1 0 8,6387 16,0606 6,94507 -1,24571 8,19078 59247 3 1544 858
g000984 0,608695 0,609423 0,60902 0,000171142 0 0,582502 0,633558 0,608995 0,0073662 0 1 0,00000000117362 1 0,0546319 0,0546113 0 0,124594 0 0,999857 0,608762 0,609389 0,609084 0,0000891603 0 0,608921 0,609315 0,609084 0,0000378949 0 0,582502 0,587375 0,587371 0,000113033 0 0,00232019 1,33434 1,37312 2,30238 1,37519 2,54177 7,07451 0,0123493 0,00572295 1,09811 0,00747396 0,557981 3,51746 1 0 1 0 1 0 8,36869 15,5481 1559 -5,76312 7,32211 60899 1604 986 2406
g000985 0 1 0,699008 0,307097 0 0 0,0874349 0,00296556 0,00405481 0 1 0,250101 1 0,820375 0,110905 0 0,00289352 1 -0,0521906 0,00173712 0,0607991 0,00938161 0,00808507 0 0,00458196 0,0110768 0,00753351 0,0014077 0 0 0,00173712 0,00158968 0,00029482 0 0,482639 1,40783 5,06194 1,59317 2,3596 1,43214 1,9753 0,653406 2,40119 0,654793 1,20327 0,413868 1,07662 0 1 0 1 1 0 7,45472 8,39503 4,71842 1,55955 3,15887 297 133 682 1152
g000986 0,163061 0,165058 0,163765 0,000477218 0 0,164225 0,164225 0,164225 0 1 1 0,600181 1 0,78041 0,0827778 0 0,0309079 0 1 0,164225 0,164225 0,164225 0 1 0,164225 0,164225 0,164225 0 1 0,164225 0,164225 0,164225 0 1 0,00660013 1,57909 0 1,22424 0 0 0 0,72432 0 0,243118 0 0 0 1 1 1 1 1 1 8,73424 14,9686 7,50737 0,228082 7,27929 16422 2390 586 844
g000988 0 0,190476 0,098254 0,0454693 0 0,020202 0,131313 0,0640404 0,0224151 0 1 0,00163281 1 0,523748 0,28084 0 0,05 0 0,13931 0,0353535 0,0909091 0,070576 0,0100148 0 0,0530303 0,087236 0,0707548 0,00817568 0 0,020202 0,040404 0,0385859 0,00460234 0 0,34 1,38747 1,26633 1,04447 1,63571 1,5481 2,29426 0,15594 0,252424 0,08399 0,531178 0,264496 1,26951 0 1 0 0 0 0 4,60517 5,7589 13,8075 11435 2,37251 6404 1961 911 160
g000989 0 0 0 0 1 0,000431406 0,00172563 0,000862441 0,000363234 0 1 0,5 1 0,500863 0,0207524 0 0,00129366 0 -0,216663 0,000539258 0,00172563 0,00105303 0,000262913 0 0,000890037 0,00118097 0,00101374 0,000107845 0 0,000431406 0,000431406 0,000431406 0 1 0,534713 0 1245 6,36044 1,40957 1,06344 0 0 0,370247 3,21929 0,520681 0,419331 0 1 1 1 1 1 1 7,74889 7,74846 4,6287 0,952657 3,67604 86 2454 822 2466
g000992 0,0953379 0,102208 0,0987743 0,00176413 0 0,0808323 0,118848 0,0989644 0,00605712 0 0,50198 -1 1 0,00516782 0,578633 0 0,0232 0 -0,00000314651 0,0980676 0,100573 0,0993351 0,000366158 0 0,0986286 0,0999671 0,0993392 0,000183127 0 0,0808323 0,0852341 0,0852048 0,000239776 0 0,0216 1,2286 1,37369 1,02736 1,39569 2,10708 5,04222 0,050406 0,0352141 0,00165435 0,0294584 0,0323689 2,50555 1 1 1 0 0 0 7,82405 12,6415 5,92416 2,78551 3,13864 9896 271 2046 2531
g000995 0,188235 0,355856 0,255453 0,043504 0 0,0045528 0,00851814 0,00653329 0,000511179 0 0,908689 -0,0833333 1 0,457894 0,317476 0 0,00352423 0 0,00414364 0,00628847 0,00683877 0,00657311 0,0000740968 0 0,00642991 0,00664182 0,0065638 0,0000363516 0 0,0045528 0,00514026 0,00513803 0,0000220453 0 0,0531571 1,28289 1,42314 1,02986 1,38101 2,22065 5,47335 0,43431 0,185569 0,000866215 0,0613725 1,04112 2,65929 1 1 1 1 0 0 8,82615 11,9282 8,41524 3,5159 4,89933 653 361 2129 2129
g000996 0 0,333333 0,0222222 0,0831479 0 0,0126582 0,101266 0,0379747 0,0224661 0 1 0,293919 1 0,387866 0,12841 0 0,05 0 -0,123858 0,0253165 0,101266 0,053605 0,015385 0 0,0461121 0,0603127 0,0517482 0,00450939 0 0,0126582 0,0253165 0,0223101 0,00538672 0 525 2,64415 1,51236 2,16213 1555 1,22104 1,25903 1,49837 0,69621 1,20086 0,553031 0,546862 0,803657 1 1 1 1 1 0 4,38203 4,78749 7,66547 5,82403 1,84143 3797 1489 549 1363
g000997 0,0543478 0,142857 0,0964009 0,023756 0 0,0401606 0,136546 0,09751 0,0179503 0 0,499176 -0,99 1 0,00873476 0,581357 0 44 0 -0,0273634 0,0900152 0,110944 0,100889 0,00354838 0 0,0935743 0,105852 0,100658 0,00238891 0 0,0401606 0,0682731 0,0680161 0,00201566 0 148 1,26847 1,30504 1,02199 1,38602 1,84301 5,02299 0,304424 0,0547902 0,00257466 0,105452 0,491452 2,52663 1 1 1 0 0 0 5,52146 8,01797 5,94788 3,92229 2,02559 9751 1041 988 1769
g001000 0 0,166667 0,00793651 0,0354931 0 0,00156495 0,0219092 0,00625978 0,00305064 0 1 0,266881 1 0,484347 0,196885 0 0,0078125 0 -0,0253725 0,00312989 0,0219092 0,00782207 0,0019108 0 0,00625978 0,0088543 0,00765126 0,000556719 0 0,00156495 0,00469484 0,00405663 0,00094336 0 0,439063 2,99823 1,70193 1,28946 2,2539 1,7487 1,47453 1,65795 0,658942 0,570212 0,828427 0,366184 0,784695 1 1 1 1 0 0 6,46147 7,15462 9,04174 6,05849 2,98326 626 742 1353 1765
g001001 0 0 0 0 1 0,00725953 0,00725953 0,00725953 0 1 1 0,313661 1 0,671018 0,197129 0 0,00724638 0 0 0,00725953 0,00725953 0,00725953 0 1 0,00725953 0,00725953 0,00725953 0 1 0,00725953 0,00725953 0,00725953 0 1 0,478261 0 0 1,02902 0 0 0 0 0 0,0503622 0 0 0 1 1 0 1 1 1 6,31355 7,0067 6,1899 3,0893 3,10059 726 1422 2149 658
g001003 0 0,1 0,0047619 0,0212959 0 0,00156495 0,0172144 0,00469484 0,00279399 0 1 0,404762 1 0,485868 0,0789652 0 0,00625 0 -0,0177598 0,00234742 0,0172144 0,00652028 0,00213161 0 0,00581348 0,00774648 0,00651174 0,000602702 0 0,00156495 0,00312989 0,002768 0,000659831 0 0,507812 2,99823 1,78051 3,48701 1,75763 1,17277 1,28789 1,65795 0,814018 1,83148 0,726886 0,483254 0,821896 1 1 1 1 1 0 6,46147 6,86693 8,66201 5,84063 2,82138 469 22 506 604
g001004 0 0 0 0 1 0,000431127 0,000862255 0,000767017 0,000126278 0 1 0,384615 1 0,677137 0,307318 0 0,000862069 0 0,294838 0,000431127 0,000862255 0,000781473 0,0000767643 0 0,000657277 0,000808747 0,000738984 0,0000624116 0 0,000431127 0,000431127 0,000431127 0 1 0,401724 0 1,36032 0,698009 1,44507 0,916291 0 0 0,666316 0,0941522 0,620543 0,246921 0 1 0 1 0 0 1 8,44247 9,01857 7,09723 2,90324 4,19399 77 2201 370 2445
g001006 0 0,0549451 0,0170645 0,0139917 0 0,00500501 0,028028 0,0157518 0,00384993 0 1 0,25 1 0,587347 0,310342 0 9 0 0,00212657 0,0118118 0,0201451 0,0166881 0,000997455 0 0,0155155 0,0176473 0,0167153 0,000393472 0 0,00500501 0,011011 0,0107237 0,000745481 0 203 1,57047 1,36973 0,916048 1,54986 1901 3,10725 0,747567 0,173781 0,313354 0,145637 0,285861 1,57376 1 1 1 0 0 0 6,90776 8,97056 5,00612 0,979877 4,02624 1575 747 2024 1372
g001007 0 0,333333 0,0628571 0,113158 0 0,0126582 0,0886076 0,0506329 0,0210865 0 1 0,416268 1 0,561663 0,185151 0 0,05 0 -0,0230343 0,0379747 0,0886076 0,0597374 0,00996615 0 0,0570365 0,0635549 0,0602828 0,00241394 0 0,0126582 0,0379747 0,0330696 0,00735206 0 0,4125 1,69123 1,12314 1,58411 1,40298 0,949649 1,49454 1,00212 0,122036 0,980586 0,0615428 0,0389371 0,79316 1 1 1 0 1 0 4,38203 5,07517 7,63507 5,78051 1,85456 5063 1499 2156 37
g001008 0 0 0 0 1 0,00500626 0,00500626 0,00500626 0 1 1 0,0790945 1 0,549936 0,191696 0 0,0025 0 0 0,00500626 0,00500626 0,00500626 0 1 0,00500626 0,00500626 0,00500626 0 1 0,00500626 0,00500626 0,00500626 0 1 0,5 0 0 1,21215 0 0 0 0 0 0,0387195 0 0 0 1 1 0 1 1 1 6,68461 7,37776 7,89426 4,59694 3,29733 501 664 1765 2295
g001009 0 0 0 0 1 0,00180261 0,00180261 0,00180261 0 1 1 1 1 1 0 1 0,0018018 0 0 0,00180261 0,00180261 0,00180261 0 1 0,00180261 0,00180261 0,00180261 0 1 0,00180261 0,00180261 0,00180261 0 1 0,486486 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 7,70526 8,39841 6,72155 2,83772 3,88383 180 1298 548 1438
g001010 0,0960583 0,103145 0,0991859 0,00158862 0 0,082433 0,12445 0,0993905 0,00607969 0 0,502488 -1 1 0,00570037 0,578625 0 0,0232 0 -0,000488458 0,0985083 0,100995 0,0997625 0,000360658 0 0,0994106 0,100563 0,0997731 0,000139272 0 0,082433 0,0856343 0,0856126 0,000183849 0 0,0232 1,46393 1,38069 1,02689 1,4145 2,70137 4,84715 0,413751 0,0976569 0,000448192 0,0467856 1,10963 2,43997 1 1 0 0 1 0 7,82405 12,6458 5,93338 2,77837 3,15501 9939 527 1318 1423
g001012 0,0815603 0,112051 0,0982599 0,00691868 0 0,0621242 0,142285 0,0991743 0,0134913 0 0,496605 -1 1 -0,0013676 0,576713 0 38 0 -0,00318544 0,0960671 0,107537 0,101016 0,00183883 0 0,0976146 0,103678 0,101018 0,00095722 0 0,0621242 0,0741483 0,074008 0,000967544 0 88 1,4436 1,33129 1,02903 1,4434 2,01803 4,32121 0,221668 0,0535511 0,0209475 0,0520362 0,536228 2,19364 0 1 1 1 0 0 6,21461 9,42319 5,88508 3,56189 2,3232 9917 2626 1588 2231
g001013 0,218781 0,664124 0,426813 0,175558 0 0,0913462 0,44391 0,249272 0,134965 0 1 0,152677 1 0,77826 0,131872 0 0,1392 0 0,532903 0,15452 0,383785 0,281044 0,0813429 0 0,167098 0,379921 0,27891 0,0747319 0 0,0913462 0,322115 0,198733 0,101211 0 48 0,859465 0,810351 1,46944 0,878452 0,946413 0,804028 0,182914 0,310434 0,575295 0,112628 0,0248854 0,285234 1 1 0 0 0 1 6,43775 10,7915 3,73862 -0,902316 4,64094 24927 317 438 2074
g001014 0 1 0,111111 0,274986 0 0,0204082 0,183673 0,0514286 0,035872 0 1 0,1 1 0,569841 0,287648 0 0,06 0 -0,205939 0,0340136 0,183673 0,0829009 0,033827 0 0,0544218 0,0938776 0,0727991 0,0145085 0 0,0204082 0,0408163 0,0314286 0,0101714 0 0,56 2,31439 1,8802 1,0133 1,6289 0,926254 0,705947 1,32617 0,952003 0,156288 0,715184 0,146463 0,148863 1 1 0 1 1 0 3,91202 4,14313 4,46045 3097 1,36345 5143 600 1927 2418
g001015 0 0 0 0 1 0,040404 0,040404 0,040404 0 1 475 -0,793797 1 0,000191409 0,323236 0 0,02 0 0 0,040404 0,040404 0,040404 0 1 0,040404 0,040404 0,040404 0 1 0,040404 0,040404 0,040404 0 1 0,5 0 0 1,44824 0 0 0 0 0 0,282035 0 0 0 1 1 1 1 1 1 4,60517 5,29832 13,8679 12272 1,59596 4040 2178 273 967
g001016 0 0,0512821 0,023235 0,0149803 0 0,00469484 0,0469484 0,020222 0,00564727 0 1 0,265372 1 0,375133 0,124697 0 0,0140625 0 0,0078369 0,0169299 0,0270736 0,0217885 0,00170329 0 0,0208138 0,0241628 0,0219892 0,000762614 0 0,00469484 0,0140845 0,0136493 0,00118101 0 0,229687 1,11413 1,59022 1,90997 1,40171 1,68365 2,99899 0,165176 0,385593 1,09329 0,0727568 0,845683 1,53851 0 1 1 1 1 0 6,46147 8,32724 8,70215 5213 3,48914 2022 830 1305 2301
g001017 1 1 1 0 1 1 1 1 0 1 1 0,000157548 1 0,184962 0,171416 0 1 0 0 1 1 1 0 1 1 1 1 0 1 1 1 1 0 1 0,0333333 0 0 1,85959 0 0 0 0 0 0,907265 0 0 0 1 1 1 1 1 1 3,4012 6,07535 -1,83297 -4,31931 2,48634 100000 1415 912 1176
g001018 0,398544 1 0,918056 0,200877 0 0,173993 1 0,398779 0,28886 0 1 0,430927 1 0,849582 0,0585738 0 0,274223 0 -0,676576 0,397677 0,900908 0,751877 0,199539 0 0,397677 0,900908 0,512596 0,176592 0 0,173993 0,272894 0,236806 0,0242817 0 0,725777 1,82568 1,18283 1,64015 1,11649 1,49738 1,09558 1,11447 0,730833 0,608992 0,702969 0,936629 0,365801 0 1 0 0 1 1 6,30445 10,9946 5,44662 2,10507 3,34155 39878 2522 1566 2282
g001020 0 0 0 0 1 0,000249813 0,000499625 0,000459971 0,0000590739 0 1 0,010101 1 0,294599 0,221499 0 0,000624454 0 0,328052 0,000333084 0,000499625 0,000465077 0,0000363808 0 0,000410406 0,000478114 0,000441803 0,0000278591 0 0,000249813 0,000249813 0,000249813 0 1 0,385163 0 1,11387 1,45311 1,30185 0,916291 0 0 0,632926 0,662111 0,571219 0,230441 0 1 0 1 0 1 1 8,98807 9,59852 9,33127 5,57799 3,75328 46 460 1259 2047
g001022 0,363555 0,371286 0,367589 0,00215434 0 0,317045 0,420455 0,367101 0,0165238 0 1 1 1 1 0 1 0,093076 0 -0,00255503 0,365275 0,370127 0,367847 0,000731748 0 0,366777 0,3694 0,367879 0,000420371 0 0,317045 0,327273 0,327244 0,000428811 0 0,0170261 1,17494 1,33964 0 1,46133 1,86319 6,00977 0,0154833 0,00670433 0 0,117467 0,652539 2,99694 1 0 1 0 1 0 6,78106 11,8657 4,74353 -1,1268 5,87033 36710 216 1331 1088
g001023 0 0 0 0 1 0,0010101 0,0020202 0,00185245 0,000246381 0 1 0,01 1 0,305937 0,219466 0 0,00252398 0 0,342281 0,0013468 0,0020202 0,00187418 0,000154512 0 0,00172033 0,00193222 0,00180217 0,0000929805 0 0,0010101 0,0010101 0,0010101 0 1 0,381121 0 1,21156 1,44705 1,31313 0,916291 0 0 0,652421 0,609873 0,592824 0,49369 0 1 0 1 0 1 1 7,59136 8,19781 8,66208 5,52815 3,13393 185 161 401 2132
g001024 0,106086 0,133363 0,118003 0,00732663 0 0,0735762 0,0979837 0,0848956 0,00353816 0 0,972374 -0,131706 1 0,430247 0,231075 0 0,0212164 0 -0,00429507 0,0842532 0,0857881 0,0850438 0,000214337 0 0,0846934 0,085508 0,0850402 0,000108157 0 0,0735762 0,0764061 0,076397 0,000107073 0 0,0212164 1,21023 1,38052 1,22364 1,39914 2219 5,75168 0,472953 0,119894 0,0224037 0,0026791 0,467791 2,84954 1 1 1 1 1 0 7,94733 12,7348 7,77537 2,80707 4,9683 8490 54 355 1098
g001025 0 0 0 0 1 0,00200401 0,0240481 0,00801603 0,00376839 0 1 0,1 1 0,5522 0,289992 0 8 0 -0,0437133 0,00400802 0,0220441 0,00994174 0,00209539 0 0,00922679 0,0114775 0,0101479 0,000744724 0 0,00200401 0,00601202 0,0052986 0,00117754 0 448 0 1,59258 1,0184 1,77869 1,08997 1,60844 0 0,579451 0,0366175 0,538813 0,480398 0,887952 1 1 0 1 1 0 6,21461 6,90776 5,58832 2,66319 2,92513 802 1148 1338 220
